race_id,馬番,評価,評価スコア
202501010401,7,B,2.0
202501010401,8,B,2.0
202501010401,9,C,1.0
202501010401,10,C,1.0
202501010401,11,C,1.0
202501010401,12,B,2.0
202501010402,1,B,2.0
202501010402,2,B,2.0
202501010402,3,B,2.0
202501010402,4,C,1.0
202501010402,5,C,1.0
202501010402,6,C,1.0
202501010402,7,C,1.0
202501010402,8,B,2.0
202501010402,10,B,2.0
202501010402,11,B,2.0
202501010402,12,C,1.0
202501010402,13,B,2.0
202501010402,14,C,1.0
202501010403,1,B,2.0
202501010403,2,C,1.0
202501010403,3,C,1.0
202501010403,4,B,2.0
202501010403,5,C,1.0
202501010403,6,B,2.0
202501010403,7,C,1.0
202501010403,8,B,2.0
202501010403,9,B,2.0
202501010403,10,C,1.0
202501010403,11,C,1.0
202501010403,13,B,2.0
202501010403,14,C,1.0
202501010403,15,C,1.0
202501010403,16,B,2.0
202501010404,1,B,2.0
202501010404,2,C,1.0
202501010404,3,C,1.0
202501010404,4,C,1.0
202501010404,5,C,1.0
202501010404,7,B,2.0
202501010404,8,B,2.0
202501010404,9,B,2.0
202501010404,10,C,1.0
202501010404,11,B,2.0
202501010404,12,B,2.0
202501010404,13,B,2.0
202501010404,14,B,2.0
202501010405,1,B,2.0
202501010405,2,C,1.0
202501010405,4,B,2.0
202501010405,5,C,1.0
202501010405,6,B,2.0
202501010405,7,B,2.0
202501010405,8,A,3.0
202501010406,1,B,2.0
202501010406,2,B,2.0
202501010406,3,C,1.0
202501010406,4,B,2.0
202501010406,5,C,1.0
202501010406,6,C,1.0
202501010406,7,C,1.0
202501010406,8,B,2.0
202501010406,9,C,1.0
202501010406,10,B,2.0
202501010406,11,C,1.0
202501010406,12,B,2.0
202501010406,13,C,1.0
202501010406,14,B,2.0
202501010407,1,C,1.0
202501010407,2,B,2.0
202501010407,3,C,1.0
202501010407,4,C,1.0
202501010407,5,B,2.0
202501010407,6,B,2.0
202501010407,7,C,1.0
202501010407,8,B,2.0
202501010407,9,C,1.0
202501010407,10,B,2.0
202501010407,11,C,1.0
202501010407,12,C,1.0
202501010408,1,C,1.0
202501010408,2,C,1.0
202501010408,3,C,1.0
202501010408,4,B,2.0
202501010408,5,C,1.0
202501010408,6,B,2.0
202501010408,7,C,1.0
202501010408,8,B,2.0
202501010408,9,C,1.0
202501010408,10,C,1.0
202501010408,11,B,2.0
202501010409,1,B,2.0
202501010409,3,B,2.0
202501010409,4,B,2.0
202501010409,5,B,2.0
202501010409,6,C,1.0
202501010409,7,B,2.0
202501010409,8,B,2.0
202501010409,9,C,1.0
202501010409,10,B,2.0
202501010410,2,C,1.0
202501010410,3,B,2.0
202501010410,4,B,2.0
202501010410,5,C,1.0
202501010410,6,C,1.0
202501010410,7,C,1.0
202501010410,8,B,2.0
202501010410,9,C,1.0
202501010410,10,B,2.0
202501010410,11,B,2.0
202501010410,12,B,2.0
202501010410,13,C,1.0
202501010411,1,B,2.0
202501010411,2,A,3.0
202501010411,3,C,1.0
202501010411,4,B,2.0
202501010411,5,C,1.0
202501010411,6,B,2.0
202501010411,7,B,2.0
202501010411,8,B,2.0
202501010411,9,B,2.0
202501010411,10,A,3.0
202501010411,11,B,2.0
202501010411,12,B,2.0
202501010411,13,B,2.0
202501010411,14,B,2.0
202501010412,1,B,2.0
202501010412,2,B,2.0
202501010412,3,C,1.0
202501010412,4,B,2.0
202501010412,5,B,2.0
202501010412,6,B,2.0
202501010412,7,B,2.0
202501010412,8,B,2.0
202501010501,1,C,1.0
202501010501,2,C,1.0
202501010501,3,C,1.0
202501010501,4,C,1.0
202501010501,5,B,2.0
202501010501,6,B,2.0
202501010501,7,B,2.0
202501010501,8,C,1.0
202501010501,9,C,1.0
202501010501,10,B,2.0
202501010501,11,C,1.0
202501010501,12,B,2.0
202501010502,1,C,1.0
202501010502,2,C,1.0
202501010502,3,B,2.0
202501010502,4,C,1.0
202501010502,5,B,2.0
202501010502,6,B,2.0
202501010502,7,B,2.0
202501010502,8,C,1.0
202501010502,9,B,2.0
202501010502,10,B,2.0
202501010502,11,C,1.0
202501010502,12,C,1.0
202501010502,13,B,2.0
202501010502,14,C,1.0
202501010503,1,B,2.0
202501010503,2,B,2.0
202501010503,3,B,2.0
202501010503,4,B,2.0
202501010503,5,B,2.0
202501010503,6,B,2.0
202501010503,7,C,1.0
202501010503,8,B,2.0
202501010503,9,C,1.0
202501010503,10,B,2.0
202501010503,11,C,1.0
202501010503,12,B,2.0
202501010503,13,B,2.0
202501010503,14,C,1.0
202501010503,15,B,2.0
202501010503,16,B,2.0
202501010504,1,B,2.0
202501010504,2,C,1.0
202501010504,3,B,2.0
202501010504,4,B,2.0
202501010504,5,B,2.0
202501010504,6,B,2.0
202501010504,7,C,1.0
202501010504,8,C,1.0
202501010504,9,B,2.0
202501010504,10,B,2.0
202501010504,11,C,1.0
202501010504,12,B,2.0
202501010504,13,C,1.0
202501010504,14,B,2.0
202501010505,1,B,2.0
202501010505,2,C,1.0
202501010505,3,B,2.0
202501010505,4,B,2.0
202501010505,5,B,2.0
202501010505,6,B,2.0
202501010505,7,C,1.0
202501010505,8,A,3.0
202501010505,9,B,2.0
202501010505,10,B,2.0
202501010505,11,B,2.0
202501010505,12,A,3.0
202501010506,1,B,2.0
202501010506,2,C,1.0
202501010506,3,B,2.0
202501010506,4,C,1.0
202501010506,5,B,2.0
202501010506,6,B,2.0
202501010506,7,C,1.0
202501010506,8,B,2.0
202501010506,9,B,2.0
202501010506,10,B,2.0
202501010506,11,C,1.0
202501010506,13,B,2.0
202501010506,14,C,1.0
202501010506,15,B,2.0
202501010507,1,B,2.0
202501010507,2,C,1.0
202501010507,3,B,2.0
202501010507,4,C,1.0
202501010507,5,C,1.0
202501010507,6,B,2.0
202501010507,7,C,1.0
202501010507,8,C,1.0
202501010507,9,C,1.0
202501010507,10,C,1.0
202501010507,11,B,2.0
202501010507,12,B,2.0
202501010508,1,B,2.0
202501010508,2,C,1.0
202501010508,3,B,2.0
202501010508,4,B,2.0
202501010508,5,C,1.0
202501010508,7,B,2.0
202501010508,8,C,1.0
202501010508,9,C,1.0
202501010508,10,B,2.0
202501010508,11,C,1.0
202501010509,1,B,2.0
202501010509,2,C,1.0
202501010509,3,B,2.0
202501010509,5,C,1.0
202501010509,6,B,2.0
202501010509,7,C,1.0
202501010509,8,B,2.0
202501010509,9,C,1.0
202501010509,10,C,1.0
202501010510,1,C,1.0
202501010510,2,B,2.0
202501010510,3,B,2.0
202501010510,4,B,2.0
202501010510,5,C,1.0
202501010510,6,B,2.0
202501010510,7,B,2.0
202501010510,8,C,1.0
202501010510,9,B,2.0
202501010510,10,C,1.0
202501010510,11,C,1.0
202501010511,1,B,2.0
202501010511,2,B,2.0
202501010511,3,B,2.0
202501010511,4,C,1.0
202501010511,5,B,2.0
202501010511,6,A,3.0
202501010511,7,B,2.0
202501010511,8,B,2.0
202501010511,9,B,2.0
202501010511,10,B,2.0
202501010511,11,A,3.0
202501010511,12,B,2.0
202501010511,13,C,1.0
202501010511,14,B,2.0
202501010512,1,B,2.0
202501010512,2,C,1.0
202501010512,3,B,2.0
202501010512,4,B,2.0
202501010512,5,B,2.0
202501010512,6,B,2.0
202501010512,7,B,2.0
202501010512,8,B,2.0
202501010512,9,B,2.0
202501010512,10,C,1.0
202501010512,11,B,2.0
202501010601,1,B,2.0
202501010601,2,A,3.0
202501010601,3,C,1.0
202501010601,4,C,1.0
202501010601,5,B,2.0
202501010601,6,B,2.0
202501010601,7,B,2.0
202501010601,8,C,1.0
202501010601,9,C,1.0
202501010601,10,C,1.0
202501010601,11,B,2.0
202501010601,12,B,2.0
202501010601,13,B,2.0
202501010602,1,C,1.0
202501010602,2,C,1.0
202501010602,3,C,1.0
202501010602,4,C,1.0
202501010602,5,B,2.0
202501010602,6,B,2.0
202501010602,7,C,1.0
202501010602,8,B,2.0
202501010602,9,B,2.0
202501010602,10,B,2.0
202501010602,11,B,2.0
202501010602,12,C,1.0
202501010603,1,C,1.0
202501010603,2,B,2.0
202501010603,3,B,2.0
202501010603,4,B,2.0
202501010603,5,B,2.0
202501010603,6,C,1.0
202501010603,7,C,1.0
202501010603,8,C,1.0
202501010603,9,B,2.0
202501010603,10,C,1.0
202501010603,11,C,1.0
202501010603,12,C,1.0
202501010603,13,B,2.0
202501010603,14,B,2.0
202501010603,15,B,2.0
202501010603,16,B,2.0
202501010604,1,C,1.0
202501010604,2,B,2.0
202501010604,3,B,2.0
202501010604,4,C,1.0
202501010604,5,C,1.0
202501010604,6,C,1.0
202501010604,7,C,1.0
202501010604,8,C,1.0
202501010604,9,C,1.0
202501010604,10,C,1.0
202501010604,11,C,1.0
202501010604,12,B,2.0
202501010604,13,B,2.0
202501010604,14,C,1.0
202501010605,1,B,2.0
202501010605,3,B,2.0
202501010605,4,C,1.0
202501010605,5,C,1.0
202501010605,6,B,2.0
202501010605,7,C,1.0
202501010605,8,B,2.0
202501010605,9,B,2.0
202501010605,10,C,1.0
202501010605,11,C,1.0
202501010605,12,B,2.0
202501010606,1,B,2.0
202501010606,2,C,1.0
202501010606,3,B,2.0
202501010606,4,B,2.0
202501010606,5,C,1.0
202501010606,6,C,1.0
202501010606,7,C,1.0
202501010606,8,B,2.0
202501010606,9,C,1.0
202501010606,10,B,2.0
202501010606,11,C,1.0
202501010606,12,C,1.0
202501010606,13,C,1.0
202501010606,14,C,1.0
202501010607,1,C,1.0
202501010607,2,B,2.0
202501010607,3,B,2.0
202501010607,4,C,1.0
202501010607,5,B,2.0
202501010607,6,C,1.0
202501010607,7,C,1.0
202501010607,8,C,1.0
202501010607,9,B,2.0
202501010607,10,B,2.0
202501010607,11,B,2.0
202501010607,12,C,1.0
202501010607,13,C,1.0
202501010607,14,B,2.0
202501010607,15,B,2.0
202501010608,2,B,2.0
202501010608,3,B,2.0
202501010608,4,B,2.0
202501010608,5,C,1.0
202501010608,6,B,2.0
202501010608,7,B,2.0
202501010608,8,B,2.0
202501010608,9,C,1.0
202501010609,1,B,2.0
202501010609,2,B,2.0
202501010609,3,B,2.0
202501010609,4,C,1.0
202501010609,5,B,2.0
202501010609,6,B,2.0
202501010609,7,B,2.0
202501010609,8,B,2.0
202501010609,9,C,1.0
202501010610,1,C,1.0
202501010610,2,B,2.0
202501010610,3,C,1.0
202501010610,4,B,2.0
202501010610,5,C,1.0
202501010610,6,B,2.0
202501010610,7,B,2.0
202501010610,8,C,1.0
202501010610,9,C,1.0
202501010610,10,B,2.0
202501010610,11,C,1.0
202501010610,12,B,2.0
202501010610,13,B,2.0
202501010610,14,B,2.0
202501010611,1,C,1.0
202501010611,2,B,2.0
202501010611,3,B,2.0
202501010611,4,B,2.0
202501010611,5,B,2.0
202501010611,6,B,2.0
202501010611,7,B,2.0
202501010611,8,B,2.0
202501010611,9,B,2.0
202501010611,10,B,2.0
202501010611,11,B,2.0
202501010611,12,C,1.0
202501010611,13,B,2.0
202501010611,14,C,1.0
202501010611,15,B,2.0
202501010611,16,B,2.0
202501010612,1,C,1.0
202501010612,2,B,2.0
202501010612,3,B,2.0
202501010612,4,A,3.0
202501010612,5,C,1.0
202501010612,6,B,2.0
202501010612,7,B,2.0
202501010612,8,B,2.0
202501010612,9,C,1.0
202501010612,10,B,2.0
202501010612,11,B,2.0
202501010612,12,B,2.0
202501010612,13,C,1.0
202501010612,14,B,2.0
202501010701,1,B,2.0
202501010701,2,C,1.0
202501010701,3,B,2.0
202501010701,4,C,1.0
202501010701,5,B,2.0
202501010701,6,B,2.0
202501010701,7,C,1.0
202501010702,1,C,1.0
202501010702,2,B,2.0
202501010702,3,C,1.0
202501010702,4,C,1.0
202501010702,5,B,2.0
202501010702,6,B,2.0
202501010702,7,B,2.0
202501010702,8,C,1.0
202501010702,9,C,1.0
202501010702,10,C,1.0
202501010702,11,B,2.0
202501010702,12,B,2.0
202501010702,13,B,2.0
202501010702,14,B,2.0
202501010703,1,B,2.0
202501010703,2,C,1.0
202501010703,3,C,1.0
202501010703,4,C,1.0
202501010703,5,B,2.0
202501010703,7,B,2.0
202501010703,8,B,2.0
202501010703,9,B,2.0
202501010703,10,C,1.0
202501010703,11,B,2.0
202501010703,12,C,1.0
202501010704,1,B,2.0
202501010704,2,B,2.0
202501010704,3,B,2.0
202501010704,4,B,2.0
202501010704,5,B,2.0
202501010704,6,B,2.0
202501010704,7,C,1.0
202501010704,8,B,2.0
202501010704,9,C,1.0
202501010704,10,B,2.0
202501010704,11,B,2.0
202501010704,12,C,1.0
202501010704,13,B,2.0
202501010704,14,B,2.0
202501010705,1,B,2.0
202501010705,2,C,1.0
202501010705,3,C,1.0
202501010705,4,B,2.0
202501010705,5,A,3.0
202501010705,7,B,2.0
202501010705,8,C,1.0
202501010705,9,B,2.0
202501010705,10,B,2.0
202501010705,11,B,2.0
202501010706,1,B,2.0
202501010706,2,C,1.0
202501010706,3,C,1.0
202501010706,4,C,1.0
202501010706,5,B,2.0
202501010706,6,C,1.0
202501010706,7,B,2.0
202501010706,8,C,1.0
202501010706,9,C,1.0
202501010706,10,B,2.0
202501010706,11,B,2.0
202501010706,12,C,1.0
202501010706,13,B,2.0
202501010706,14,B,2.0
202501010707,1,B,2.0
202501010707,2,B,2.0
202501010707,3,B,2.0
202501010707,4,B,2.0
202501010707,5,C,1.0
202501010707,6,C,1.0
202501010707,7,A,3.0
202501010707,8,B,2.0
202501010707,9,C,1.0
202501010708,1,B,2.0
202501010708,2,B,2.0
202501010708,3,C,1.0
202501010708,4,B,2.0
202501010708,5,B,2.0
202501010708,6,B,2.0
202501010708,7,B,2.0
202501010708,8,C,1.0
202501010708,9,B,2.0
202501010708,11,C,1.0
202501010708,12,B,2.0
202501010708,13,B,2.0
202501010708,14,C,1.0
202501010709,1,C,1.0
202501010709,2,B,2.0
202501010709,3,B,2.0
202501010709,4,B,2.0
202501010709,5,C,1.0
202501010709,6,B,2.0
202501010709,7,C,1.0
202501010709,8,B,2.0
202501010710,1,B,2.0
202501010710,2,B,2.0
202501010710,3,C,1.0
202501010710,4,C,1.0
202501010710,5,B,2.0
202501010710,6,B,2.0
202501010710,7,B,2.0
202501010710,8,B,2.0
202501010710,9,B,2.0
202501010710,10,B,2.0
202501010710,11,C,1.0
202501010710,12,B,2.0
202501010710,13,B,2.0
202501010711,1,B,2.0
202501010711,2,C,1.0
202501010711,3,B,2.0
202501010711,4,C,1.0
202501010711,5,B,2.0
202501010711,6,B,2.0
202501010711,7,C,1.0
202501010711,8,B,2.0
202501010711,9,B,2.0
202501010711,10,C,1.0
202501010711,11,B,2.0
202501010711,12,A,3.0
202501010711,13,C,1.0
202501010711,14,B,2.0
202501010712,1,B,2.0
202501010712,2,C,1.0
202501010712,3,C,1.0
202501010712,4,C,1.0
202501010712,6,B,2.0
202501010712,7,C,1.0
202501010712,8,B,2.0
202501010712,9,B,2.0
202501010712,10,B,2.0
202501010712,12,B,2.0
202501010801,1,C,1.0
202501010801,2,C,1.0
202501010801,3,B,2.0
202501010801,4,C,1.0
202501010801,5,C,1.0
202501010801,6,B,2.0
202501010801,7,C,1.0
202501010801,8,B,2.0
202501010801,9,C,1.0
202501010801,10,B,2.0
202501010802,1,C,1.0
202501010802,2,C,1.0
202501010802,3,B,2.0
202501010802,5,C,1.0
202501010802,6,B,2.0
202501010802,7,B,2.0
202501010802,8,C,1.0
202501010802,9,C,1.0
202501010802,10,B,2.0
202501010802,11,B,2.0
202501010802,12,C,1.0
202501010803,1,B,2.0
202501010803,2,B,2.0
202501010803,3,C,1.0
202501010803,4,B,2.0
202501010803,5,C,1.0
202501010803,6,C,1.0
202501010803,7,B,2.0
202501010803,8,C,1.0
202501010803,9,C,1.0
202501010803,10,B,2.0
202501010803,11,B,2.0
202501010803,12,C,1.0
202501010803,13,C,1.0
202501010803,14,C,1.0
202501010803,15,C,1.0
202501010803,16,C,1.0
202501010804,1,B,2.0
202501010804,2,B,2.0
202501010804,3,B,2.0
202501010804,4,B,2.0
202501010804,5,B,2.0
202501010804,6,C,1.0
202501010804,7,B,2.0
202501010804,8,C,1.0
202501010804,9,B,2.0
202501010804,10,B,2.0
202501010804,11,C,1.0
202501010804,12,B,2.0
202501010804,13,B,2.0
202501010804,14,B,2.0
202501010805,1,B,2.0
202501010805,2,B,2.0
202501010805,3,B,2.0
202501010805,4,B,2.0
202501010805,5,B,2.0
202501010806,1,C,1.0
202501010806,2,B,2.0
202501010806,3,B,2.0
202501010806,4,C,1.0
202501010806,5,C,1.0
202501010806,6,C,1.0
202501010806,7,C,1.0
202501010806,8,C,1.0
202501010806,9,C,1.0
202501010806,10,C,1.0
202501010806,11,C,1.0
202501010806,12,B,2.0
202501010807,1,B,2.0
202501010807,2,B,2.0
202501010807,3,B,2.0
202501010807,4,B,2.0
202501010807,5,B,2.0
202501010807,6,B,2.0
202501010807,7,C,1.0
202501010807,8,C,1.0
202501010807,9,B,2.0
202501010807,10,C,1.0
202501010807,11,C,1.0
202501010807,12,C,1.0
202501010807,13,B,2.0
202501010807,14,B,2.0
202501010808,1,B,2.0
202501010808,2,B,2.0
202501010808,3,C,1.0
202501010808,4,B,2.0
202501010808,5,B,2.0
202501010808,6,B,2.0
202501010808,8,C,1.0
202501010808,9,C,1.0
202501010808,10,B,2.0
202501010808,11,C,1.0
202501010808,12,B,2.0
202501010808,13,B,2.0
